Vill man vara fin får man lida pin.,"No pain, no gain. Nothing ventured, nothing gained.",Nothing can be achieved without suffering hardship and adversity.
"Vis är den som råd lyder, men oråd skall ingen lyda.","Those are wise that heed advice, but no one should heed dissuasive advice.","Advice often contain a genuine warning or an effective suggestion, which is unprudent not to take into consideration."
Visdomen har långa öron och kort tunga.,Nature gave us two ears and one mouth.,
Väck inte den björn som sover.,Let sleeping dogs lie.,Do not cause trouble by disturbing a stable—but potentially problematic—situation.
"Vännens örfil är ärligt menad, fiendens kyssar vill bedra.",A friend’s frown is better than a foe’s smile.,
Vägen till helvetet är kantad med goda föresatser.,The road to hell is paved with good intentions.,
Vägen till mannens hjärta går genom magen.,The way to a man’s heart is through his stomach.,The best way to please a man is by feeding him well.
Väggarna har öron.,The walls have ears.,Someone you are talking about will often overhear your conversation.
Världen är liten.,It’s a small world.,"It is amazing how often you meet somebody you know—or somebody who knows one of your friends or relatives, comes from your home town, or went to your school—in a distant or unexpected place; said when such a coincidence occurs."
"Åsnan känns igen på öronen, den dumme på sina ord.","The donkey is known by his ears, the fool by his words.",
"Älska mig när jag minst av allt förtjänar det, för det är då jag behöver det som mest.","Love me when I least deserve it, because that is when I need it the most.",
Ändamålet helgar medlen.,The end justifies the means.,"Any course of action, however immoral or unscrupulous, is justifiable if it achieves a worthy objective."
Äpplet faller inte långt från trädet.,The apple does not fall far from the tree.,Children observe daily and—in their behaviour—often follow the example of their parents.
"Är det inte det ena så är det det andra, sa flickan som blödde näsblod.","“If it isn’t one thing it’s the other,” said the girl with a nosebleed.",There is always something to be dissatisfied with.
Är huvudet dumt får kroppen lida.,"If the head is dumb, the body suffers.",Said when someone hurts him or herself through a foolish act.
Ärlighet varar längst.,Honesty is the best policy.,Being honest or telling the truth is always the wisest course of action.
Äras den som äras bör.,Give credit where credit is due.,
Äta bör man annars dör man.,One should eat or one dies.,
Även den bäste kan fela.,A good marksman may miss.,
Även dåren tros vis om han tiger.,Even a fool when he holdeth his peace is counted wise.,
Även en blind höna kan hitta ett korn.,Even a blind pig may occasionally pick up an acorn.,An incompetent person or an unsystematic approach is bound to succeed every now and then by chance.
Även små grytor har öron.,Little pitchers have big ears.,Children often understand more than one might think.
Även solen har sina fläckar.,Every rose has its thorns.,No one is perfect.
"Öga för öga, tand för tand.","Eye for an eye, tooth for a tooth.",Retaliation or punishment should take the same form as the original offense or crime.
Ögonen vill ha mer än magen.,The eye is bigger than the belly.,Greed persuades a person to take more the he or she can manage.
Övning ger färdighet.,Practice makes perfect.,
